6464	5	6465	9999	9999
10289	9	10290	9999	9999
8429	9	8468	9999	9999
8147	9	8148	9999	9999
3790	4	944	9999	9999
9384	9	9385	360	2008
7184	5	7185	9999	9999
1757	9	9000	9999	9999
10172	9	10173	9999	9999
4048	1	4049	9999	9999
4061	1	4062	9999	9999
9218	9	9219	9999	9999
2206	9	8626	9999	9999
8297	9	8298	9999	9999
4040	1	4041	1959	1999
8201	9	10499	9999	9999
10357	9	10358	9999	9999
8488	9	8489	9999	9999
6546	5	7231	9999	9999
6755	5	6756	9999	9999
2373	9	10541	1995	1999
5928	9	9213	9999	9999
8276	9	8277	9999	9999
5915	3	5228	9999	9999
8728	9	8729	9999	9999
3534	7	1401	2017	2017
2340	5	6449	9999	9999
8529	9	8530	9999	9999
5952	9	8588	9999	9999
2013	9	10274	9999	9999
6351	5	6722	9999	9999
9220	9	9221	9999	9999
8951	9	10449	9999	9999
6329	5	6330	9999	9999
6331	5	6386	9999	9999
6407	5	6408	9999	9999
3731	9	8084	9999	9999
7934	9	7935	9999	9999
6881	5	6882	9999	9999
3154	9	9073	9999	9999
2378	4	6165	1950	2007
9984	9	9985	9999	9999
10232	9	10233	9999	9999
3399	3	5397	9999	9999
2254	9	10606	9999	9999
8623	9	8624	9999	9999
8431	9	8432	9999	9999
1693	9	9282	9999	9999
7384	9	7889	9999	9999
6727	5	6728	9999	9999
8612	9	8613	9999	9999
7398	5	7399	1960	2012
3753	4	1086	9999	9999
10537	9	8113	9999	9999
6994	5	6995	9999	9999
10201	9	9478	9999	9999
9432	9	9433	9999	9999
6525	5	6869	9999	9999
10399	9	8629	9999	9999
7392	5	6918	9999	9999
5942	9	9268	9999	9999
10486	9	10487	9999	9999
3433	9	10524	9999	9999
6937	5	6601	9999	9999
340	9	10021	9999	9999
4122	1	4123	9999	9999
2263	0	290	9999	9999
2914	1	4201	9999	9999
2008	4	3341	9999	9999
7006	5	6750	9999	9999
10132	9	10133	9999	9999
8996	9	8997	9999	9999
10197	9	10372	9999	9999
2454	0	103	9999	9999
9370	9	9371	9999	9999
1426	5	6993	9999	9999
6383	5	6417	9999	9999
6222	9	8550	9999	9999
8378	9	8379	9999	9999
1054	9	9569	9999	9999
6538	5	6539	9999	9999
3393	1	3949	9999	9999
1346	9	10365	9999	9999
6799	7	308	9999	9999
7499	9	9401	9999	9999
9278	9	10258	9999	9999
6053	9	9262	9999	9999
7932	9	10434	9999	9999
2942	4	2429	9999	9999
7420	5	6520	9999	9999
2819	9	9548	1968	1970
1514	4	1629	1999	2007
8855	9	8411	9999	9999
8330	9	8331	9999	9999
10168	9	10169	9999	9999
4103	1	3848	9999	9999
6418	5	7096	9999	9999
9042	9	9303	1998	1998
2197	9	7899	9999	9999
7814	8	7674	9999	9999
9377	9	9378	9999	9999
2834	3	5179	2012	2012
1207	0	1004	1953	1953
6785	5	6786	9999	9999
3558	4	536	2010	2011
8571	9	8572	9999	9999
8721	9	9019	9999	9999
1356	3	5502	9999	9999
10100	9	10101	9999	9999
8347	9	8484	9999	9999
9159	9	9160	9999	9999
8505	9	8506	9999	9999
9868	9	9869	9999	9999
1944	9	10583	9999	9999
5965	7	388	2004	2004
7408	5	7409	9999	9999
8755	9	8756	1895	1900
8353	9	8354	9999	9999
2102	7	3	9999	9999
7086	5	7087	9999	9999
6807	5	6907	9999	9999
1736	0	529	9999	9999
8040	9	10471	9999	9999
522	9	7016	9999	9999
260	4	1720	9999	9999
4562	2	4265	9999	9999
3393	1	4006	9999	9999
10230	9	10231	9999	9999
1988	4	1794	9999	9999
6692	5	6374	9999	9999
5929	9	9010	9999	9999
6499	5	6500	9999	9999
2764	3	5503	9999	9999
3854	1	3890	1961	2019
6493	5	6330	9999	9999
3150	4	2211	2012	2012
1575	9	8340	1963	1963
8206	9	9173	9999	9999
3065	0	214	9999	9999
181	4	616	9999	9999
2208	4	3324	9999	9999
2947	9	10349	9999	9999
6596	5	6597	100	2006
9149	9	9150	9999	9999
3295	9	9063	1980	1981
6757	5	6758	9999	9999
8412	9	8413	9999	9999
7221	5	7222	9999	9999
7981	9	7982	9999	9999
8721	9	10574	9999	9999
8595	9	8596	9999	9999
6983	5	6555	9999	9999
991	9	10397	9999	9999
6413	5	6992	9999	9999
10089	9	10090	9999	9999
6418	5	7011	9999	9999
6148	4	1852	9999	9999
1346	9	8943	1938	1938
6584	9	10254	9999	9999
7954	9	7955	9999	9999
7080	5	7081	9999	9999
298	9	8838	9999	9999
8000	9	8001	9999	9999
3644	4	1445	9999	9999
10355	9	10356	9999	9999
2357	9	8190	9999	9999
3516	4	6258	9999	9999
4129	1	4130	9999	9999
1528	4	1027	9999	9999
9147	9	9148	9999	9999
8281	9	8282	2007	2007
9200	9	9201	2009	2009
1824	9	10488	9999	9999
6455	5	6456	9999	9999
6351	5	6352	9999	9999
909	4	2684	2009	2009
6947	5	6948	9999	9999
811	8	7677	9999	9999
9093	9	9094	1599	1600
9299	9	9450	9999	9999
1486	4	2963	2011	2016
943	4	2906	9999	9999
2372	4	6107	9999	9999
6676	5	7207	9999	9999
1523	9	9676	9999	9999
4132	1	4133	9999	9999
7233	5	7234	1993	2006
8264	9	8265	9999	9999
9425	9	9426	9999	9999
7421	5	7422	9999	9999
7156	5	7379	9999	9999
8281	9	8813	9999	9999
4092	1	4093	9999	9999
9725	9	9726	9999	9999
7061	5	7062	9999	9999
2981	9	9366	9999	9999
6591	5	6338	1920	1922
913	9	10088	9999	9999
7632	9	10052	1969	1970
9304	9	9305	9999	9999
116	0	67	9999	9999
1109	9	10478	9999	9999
6473	5	6474	9999	9999
5895	9	8750	9999	9999
1770	0	605	9999	9999
8721	9	9092	9999	9999
2970	0	101	9999	9999
3891	1	4231	2003	2018
9245	9	8881	9999	9999
9280	9	9281	1982	2007
6426	5	6427	1971	1971
8425	9	8426	9999	9999
9751	9	9752	9999	9999
9007	9	9008	1748	1748
1888	9	8080	9999	9999
8042	9	8043	9999	9999
6546	5	7292	9999	9999
3494	0	432	9999	9999
5279	3	5198	1998	2012
1310	9	9075	2006	2006
2777	4	2	9999	9999
353	9	8484	9999	9999
4958	2	4959	2003	2007
9711	9	8920	9999	9999
3443	9	8747	9999	9999
9153	9	9154	9999	9999
3023	9	7991	2002	2003
8703	9	8704	9999	9999
10572	9	8275	9999	9999
6483	5	6484	9999	9999
8527	9	10446	2009	2009
8798	9	8736	9999	9999
5575	7	7496	9999	9999
2914	1	4221	9999	9999
9719	9	9720	2003	2003
9316	9	9317	1941	1957
6638	5	6639	1940	1964
9297	9	10534	1884	1884
8235	9	8236	1986	1986
3722	4	1586	9999	9999
2254	9	9879	9999	9999
1412	0	1413	9999	9999
1877	4	2709	9999	9999
7918	9	7996	9999	9999
1643	4	2193	9999	9999
6053	9	8592	9999	9999
40	4	6028	9999	9999
7051	5	7052	9999	9999
2868	0	1292	9999	9999
234	5	6450	9999	9999
8021	9	9965	9999	9999
646	9	9536	9999	9999
2011	4	5995	9999	9999
5915	4	6012	9999	9999
6181	5	7107	9999	9999
238	9	10439	9999	9999
8396	9	8397	1973	1973
10153	9	8835	9999	9999
10064	9	10065	9999	9999
1128	3	5753	9999	9999
3988	1	3950	9999	9999
9588	9	9589	9999	9999
3511	1	3815	9999	9999
406	7	2086	9999	9999
2035	4	3691	9999	9999
8393	9	8394	9999	9999
7552	9	7999	9999	9999
6498	5	6715	9999	9999
1054	9	7900	9999	9999
1414	9	10285	9999	9999
2254	9	8649	9999	9999
5995	7	79	9999	9999
2909	3	5858	9999	9999
7872	9	7873	9999	9999
9935	9	9936	9999	9999
3936	1	4012	9999	9999
10412	9	10413	9999	9999
9545	9	9546	9999	9999
2886	4	2416	9999	9999
3023	9	10314	9999	9999
1096	4	3547	9999	9999
3966	1	3976	9999	9999
5851	9	7914	9999	9999
6735	5	6522	9999	9999
1502	9	10611	9999	9999
9629	9	9630	9999	9999
2593	9	8191	9999	9999
7994	9	7995	9999	9999
3449	0	28	9999	9999
8494	9	8839	9999	9999
3295	9	10557	9999	9999
4065	1	4066	9999	9999
9443	9	9444	9999	9999
1991	8	7654	2009	2009
4148	1	4149	9999	9999
8231	9	8232	9999	9999
10546	9	10547	9999	9999
969	4	6163	1940	1952
7303	5	6684	9999	9999
4104	1	4037	9999	9999
8224	9	8225	2001	2004
6045	4	1256	1962	1969
9579	9	8405	9999	9999
864	0	139	9999	9999
4092	1	4112	2015	2019
5741	3	5179	9999	9999
1529	5	7165	1900	1902
9355	9	9356	9999	9999
2263	3	5594	9999	9999
9585	9	9424	9999	9999
273	5	6712	9999	9999
6674	5	6675	9999	9999
815	0	196	9999	9999
6415	5	7244	9999	9999
3232	4	445	9999	9999
164	4	1230	9999	9999
6855	5	6856	100	2017
9521	9	9522	1710	1710
2652	9	8895	9999	9999
2377	7	667	9999	9999
7137	5	7138	100	2018
6606	5	6607	9999	9999
3653	4	3211	9999	9999
6676	5	7415	9999	9999
6851	5	6852	9999	9999
4077	1	4087	9999	9999
5900	3	5307	2007	2007
10227	9	10090	9999	9999
8427	9	8428	9999	9999
2302	0	705	9999	9999
8304	9	8600	9999	9999
8311	9	8312	9999	9999
2855	0	1538	1989	1989
579	8	7677	9999	9999
10011	9	10012	1972	1989
1930	9	7924	9999	9999
8963	9	8964	9999	9999
7229	5	6559	9999	9999
3219	7	3169	9999	9999
8792	9	8793	9999	9999
5893	3	5190	9999	9999
394	4	2424	9999	9999
10385	9	10386	9999	9999
2424	0	599	9999	9999
5926	3	5252	2003	2005
117	9	9182	9999	9999
298	9	8679	9999	9999
8687	9	8688	9999	9999
3675	4	1301	9999	9999
9175	9	9989	9999	9999
7932	9	7967	9999	9999
6748	5	6684	9999	9999
1010	0	894	1934	1934
3086	3	5341	9999	9999
1062	3	5377	9999	9999
3611	4	3008	9999	9999
1061	4	2737	9999	9999
6546	5	7275	9999	9999
10053	9	10054	9999	9999
7636	8	7663	1825	1825
7166	5	7134	1920	1923
7992	9	7993	9999	9999
1038	0	245	9999	9999
6258	4	3516	9999	9999
471	4	1375	9999	9999
3023	9	10143	9999	9999
